date,total_mcap
2015-12-13,7210630550.341774
2015-12-14,7289363326.970031
2015-12-15,7592613660.59373
2015-12-16,7418679323.62052
2015-12-17,7457488189.185605
2015-12-18,7561691681.067066
2015-12-19,7533993752.245579
2015-12-20,7200898192.294197
2015-12-21,7151734757.005482
2015-12-22,7122213142.8055725
2015-12-23,7227391963.9568405
2015-12-24,7408132154.63898
2015-12-25,7451390747.338429
2015-12-26,6836893498.167428
2015-12-27,6952933563.442055
2015-12-28,6899146692.761567
2015-12-29,7086110008.518034
2015-12-30,7010258103.933715
2015-12-31,7078233082.759169
2016-01-01,7124298360.13743
2016-01-02,7131191084.186919
2016-01-03,7080195069.592153
2016-01-04,7123711480.486251
2016-01-05,7133044079.78893
2016-01-06,7124976916.254571
2016-01-07,7511573328.959038
2016-01-08,7485910736.079629
2016-01-09,7408365994.304027
2016-01-10,7354584593.61547
2016-01-11,7376006536.234689
2016-01-12,7356463080.022114
2016-01-13,7140131111.771981
2016-01-14,7095044019.50158
2016-01-15,6099048257.3968315
2016-01-16,6386783991.768049
2016-01-17,6427208544.060816
2016-01-18,6417894099.2748995
2016-01-19,6318875182.542442
2016-01-20,6972200925.864781
2016-01-21,6793498404.763834
2016-01-22,6310085581.660414
2016-01-23,6524307380.68822
2016-01-24,6772952503.974875
2016-01-25,6631824226.6856365
2016-01-26,6649346536.224173
2016-01-27,6738685555.216516
2016-01-28,6527528876.97316
2016-01-29,6518104646.826459
2016-01-30,6460730830.341522
2016-01-31,6244243535.811394
2016-02-01,6347477213.069344
2016-02-02,6398340581.359852
2016-02-03,6344071528.383936
2016-02-04,6674540421.17389
2016-02-05,6648758769.891549
2016-02-06,6500650665.365341
2016-02-07,6557793002.480814
2016-02-08,6494930162.869848
2016-02-09,6575334493.787429
2016-02-10,6728471491.199363
2016-02-11,6825817144.79868
2016-02-12,6903191204.364008
2016-02-13,7027105093.882795
2016-02-14,7244645989.7280245
2016-02-15,7187159941.246386
2016-02-16,7232306227.513099
2016-02-17,7311588604.040847
2016-02-18,7435115551.77549
2016-02-19,7426408607.033177
2016-02-20,7762826418.713158
2016-02-21,7746060586.478155
2016-02-22,7810204951.537936
2016-02-23,7534373981.469271
2016-02-24,7627916334.049048
2016-02-25,7610896139.959286
2016-02-26,7670382835.776053
2016-02-27,7793288386.203924
2016-02-28,7811438325.4621935
2016-02-29,7865078833.117949
2016-03-01,7868044472.426547
2016-03-02,7833154583.453395
2016-03-03,7870634892.649229
2016-03-04,7748212758.65144
2016-03-05,7627403618.122173
2016-03-06,7764444036.863507
2016-03-07,7794611957.526369
2016-03-08,7811755319.843701
2016-03-09,7998221551.695397
2016-03-10,8019662789.665105
2016-03-11,8099057617.620925
2016-03-12,8127879742.717848
2016-03-13,8268363096.550199
2016-03-14,8086063747.253699
2016-03-15,8157996977.593482
2016-03-16,8140105996.5253525
2016-03-17,8048187526.967019
2016-03-18,7858157655.121633
2016-03-19,7813214947.506981
2016-03-20,7871955334.380752
2016-03-21,8005535104.03383
2016-03-22,8050749393.724251
2016-03-23,8189259760.687804
2016-03-24,8047364040.241818
2016-03-25,8026064965.878785
2016-03-26,8070832929.905065
2016-03-27,8147202849.706512
2016-03-28,8206347586.733616
2016-03-29,8097457668.38307
2016-03-30,8046281268.336494
2016-03-31,8051458204.009449
2016-04-01,8100876712.900261
2016-04-02,8153055073.82246
2016-04-03,8134229364.090948
2016-04-04,8140790013.727299
2016-04-05,8111859333.948774
2016-04-06,8116442873.478907
2016-04-07,8029981796.471856
2016-04-08,7964442468.1483965
2016-04-09,7929655220.402808
2016-04-10,7885587642.139007
2016-04-11,7899591165.16172
2016-04-12,7862880288.738473
2016-04-13,7869790664.72135
2016-04-14,7936920205.070586
2016-04-15,8001037525.0416355
2016-04-16,8054621602.035534
2016-04-17,8075040477.474177
2016-04-18,8084444446.564161
2016-04-19,8195555595.135928
2016-04-20,8267299840.66955
2016-04-21,8385526775.611652
2016-04-22,8299520184.5696945
2016-04-23,8418473759.240574
2016-04-24,8529566647.795079
2016-04-25,8526045361.775928
2016-04-26,8592243993.000801
2016-04-27,8247072775.777696
2016-04-28,8284221670.178093
2016-04-29,8493068640.478711
2016-04-30,8469119797.292234
2016-05-01,8542047433.386091
2016-05-02,8493545124.467479
2016-05-03,8481602119.073812
2016-05-04,8430493603.808733
2016-05-05,8496526159.094223
2016-05-06,8670710730.995588
2016-05-07,8642543817.099241
2016-05-08,8649544525.171547
2016-05-09,8676490346.346489
2016-05-10,8482555038.1237
2016-05-11,8567510745.555205
2016-05-12,8618207506.82774
2016-05-13,8682727897.75677
2016-05-14,8649128762.898655
2016-05-15,8668142274.789497
2016-05-16,8715204933.83421
2016-05-17,8755599229.170397
2016-05-18,8870832901.377966
2016-05-19,8777066426.9793
2016-05-20,8732932568.506777
2016-05-21,8782435940.963646
2016-05-22,8733390119.384138
2016-05-23,8724377777.987452
2016-05-24,8718930410.860796
2016-05-25,8749906710.478456
2016-05-26,8873839316.87862
2016-05-27,9082003047.92684
2016-05-28,9983998631.38711
2016-05-29,9978982050.36312
2016-05-30,10174481162.510157
2016-05-31,10388363220.086067
2016-06-01,10515692688.468994
2016-06-02,10503067010.066782
2016-06-03,11026952558.331873
2016-06-04,11067681242.12548
2016-06-05,11105215311.752087
2016-06-06,11282147730.69209
2016-06-07,11205672045.1332
2016-06-08,11303589322.041573
2016-06-09,11228239203.480421
2016-06-10,11210699689.953018
2016-06-11,11514766551.440102
2016-06-12,12845467562.049347
2016-06-13,13550513980.261503
2016-06-14,13423710068.371763
2016-06-15,13520709908.520395
2016-06-16,14887399325.225872
2016-06-17,14113941961.133602
2016-06-18,13838933063.741104
2016-06-19,14088095617.337347
2016-06-20,13591750203.24282
2016-06-21,12545250685.64943
2016-06-22,11306942619.446938
2016-06-23,11916137169.998215
2016-06-24,12579641024.930328
2016-06-25,12686504737.199335
2016-06-26,12067506096.616428
2016-06-27,12432499765.362394
2016-06-28,12277540233.621891
2016-06-29,12167054129.449257
2016-06-30,12773413407.164125
2016-07-01,12796878533.668879
2016-07-02,13003020715.995905
2016-07-03,12549494577.914703
2016-07-04,12799309561.89864
2016-07-05,12520143884.465553
2016-07-06,12659494017.291636
2016-07-07,11960538401.185038
2016-07-08,12551047014.514238
2016-07-09,12337119410.73516
2016-07-10,12286671387.754725
2016-07-11,12267509740.323572
2016-07-12,12788841305.773983
2016-07-13,12689216210.358217
2016-07-14,12795081420.680395
2016-07-15,12921133096.99685
2016-07-16,12902506784.894974
2016-07-17,13101753892.454233
2016-07-18,12939669005.569826
2016-07-19,13143380229.690655
2016-07-20,13152268438.275297
2016-07-21,13065905779.899244
2016-07-22,12987294763.178041
2016-07-23,12890913633.087343
2016-07-24,12876463937.87513
2016-07-25,12872274252.943186
2016-07-26,12706862268.952282
2016-07-27,12821424408.743853
2016-07-28,12833746509.289963
2016-07-29,12823554510.30374
2016-07-30,12765223337.849792
2016-07-31,12208307011.112967
2016-08-01,11853654197.199661
2016-08-02,10175622825.201988
2016-08-03,11157767433.577326
2016-08-04,11381078465.92875
2016-08-05,11421913398.929466
2016-08-06,11853086746.936033
2016-08-07,11898435455.442928
2016-08-08,11885771255.059595
2016-08-09,11624588695.144371
2016-08-10,11694080392.555613
2016-08-11,11763105306.88782
2016-08-12,11753854066.15403
2016-08-13,11721188237.135666
2016-08-14,11490407250.684973
2016-08-15,11410539798.745918
2016-08-16,11506538595.852217
2016-08-17,11440376074.088192
2016-08-18,11458449023.385931
2016-08-19,11496171660.489744
2016-08-20,11668602550.856867
2016-08-21,11611786926.041494
2016-08-22,11683137305.66194
2016-08-23,11603419896.687658
2016-08-24,11523932491.80058
2016-08-25,11476708362.139114
2016-08-26,11509566264.901909
2016-08-27,11329487627.099955
2016-08-28,11434291539.621876
2016-08-29,11505528567.781128
2016-08-30,11522501696.157589
2016-08-31,11458980516.656876
2016-09-01,11521587156.652954
2016-09-02,11588689788.497147
2016-09-03,11926185409.836382
2016-09-04,12170990881.187275
2016-09-05,12162442128.731537
2016-09-06,12199728780.589949
2016-09-07,12248576259.287134
2016-09-08,12414835869.46567
2016-09-09,12362964028.654726
2016-09-10,12448488082.833694
2016-09-11,12067405399.024803
2016-09-12,12109347853.32146
2016-09-13,12126597991.370169
2016-09-14,12159385935.921158
2016-09-15,12153721118.201279
2016-09-16,12191255030.034395
2016-09-17,12180735636.321314
2016-09-18,12213131510.66852
2016-09-19,12279716074.042175
2016-09-20,12360200643.761173
2016-09-21,12086107218.97329
2016-09-22,12048166396.392796
2016-09-23,12195163185.226688
2016-09-24,12169335861.553873
2016-09-25,12161463157.220932
2016-09-26,12229323562.972664
2016-09-27,12225434327.058249
2016-09-28,12269122745.807678
2016-09-29,12262791069.334484
2016-09-30,12325072081.134176
2016-10-01,12354163618.164206
2016-10-02,12307678032.038977
2016-10-03,12362074568.04398
2016-10-04,12281174373.554707
2016-10-05,12380111677.119518
2016-10-06,12333831997.608822
2016-10-07,12373188081.071604
2016-10-08,12345851041.03492
2016-10-09,12313484476.520235
2016-10-10,12286062794.929216
2016-10-11,12698960099.169603
2016-10-12,12603046929.772236
2016-10-13,12599775073.287207
2016-10-14,12625056355.54159
2016-10-15,12570821199.874594
2016-10-16,12701146427.254469
2016-10-17,12656672899.27635
2016-10-18,12678574413.184582
2016-10-19,12512506661.461626
2016-10-20,12536382158.01226
2016-10-21,12573576595.358221
2016-10-22,12922080153.605751
2016-10-23,12883329160.323431
2016-10-24,12849633619.667965
2016-10-25,12902561989.531673
2016-10-26,13199897300.632591
2016-10-27,13336071938.97731
2016-10-28,13409311488.83179
2016-10-29,13649692589.329466
2016-10-30,13469064009.805134
2016-10-31,13456514839.544357
2016-11-01,13923434010.779562
2016-11-02,14011471536.953367
2016-11-03,13225379620.756666
2016-11-04,13544295594.889868
2016-11-05,13628699770.586119
2016-11-06,13730945171.72504
2016-11-07,13622394520.736147
2016-11-08,13674508237.455303
2016-11-09,13831943295.649446
2016-11-10,13659672444.420378
2016-11-11,13698156331.083254
2016-11-12,13451662317.827385
2016-11-13,13476927118.440607
2016-11-14,13598790305.049898
2016-11-15,13737129994.833023
2016-11-16,14135966226.560368
2016-11-17,14071862824.559055
2016-11-18,14183860673.754614
2016-11-19,14219378481.556358
2016-11-20,13822826642.947397
2016-11-21,13965149902.732967
2016-11-22,14187010824.431417
2016-11-23,14052197787.649399
2016-11-24,13919563844.918083
2016-11-25,13961524112.033585
2016-11-26,13866330240.075104
2016-11-27,13771584981.224382
2016-11-28,13808200009.271126
2016-11-29,13744075079.895214
2016-11-30,13971312755.599682
2016-12-01,14123519131.83402
2016-12-02,14327894124.76664
2016-12-03,14258798511.23349
2016-12-04,14229663111.387218
2016-12-05,13866024988.999859
2016-12-06,14093534749.457287
2016-12-07,14262411664.450787
2016-12-08,14367893910.747303
2016-12-09,14416194788.689072
2016-12-10,14417048493.325148
2016-12-11,14367873206.223682
2016-12-12,14576687763.635633
2016-12-13,14579834861.431826
2016-12-14,14530656767.002779
2016-12-15,14506462990.404448
2016-12-16,14635563745.15105
2016-12-17,14729271418.792606
2016-12-18,14758822879.744137
2016-12-19,14789837057.840193
2016-12-20,14942194369.45656
2016-12-21,15410144565.930965
2016-12-22,15914268401.302393
2016-12-23,16848556941.906946
2016-12-24,16458086698.126137
2016-12-25,16499622849.795385
2016-12-26,16647903686.144058
2016-12-27,17033816021.008495
2016-12-28,17930777795.066433
2016-12-29,17969580913.36058
2016-12-30,17834723494.060974
2016-12-31,17913081351.131847
2017-01-01,18411793573.02766
2017-01-02,18831938494.80596
2017-01-03,19238516518.88727
2017-01-04,21048794032.30584
2017-01-05,18574207855.050205
2017-01-06,16917185086.208496
2017-01-07,16977818762.021896
2017-01-08,17168811497.407743
2017-01-09,17074750597.749687
2017-01-10,17208987691.207134
2017-01-11,14996550026.2593
2017-01-12,15295955966.426903
2017-01-13,15705448766.77319
2017-01-14,15628672594.008936
2017-01-15,15705357991.372494
2017-01-16,15813883613.054441
2017-01-17,17149199058.658718
2017-01-18,16634952093.888592
2017-01-19,17038082296.887423
2017-01-20,16973276372.373678
2017-01-21,17493782792.576324
2017-01-22,17448376672.258743
2017-01-23,17472267968.262886
2017-01-24,16868837618.396326
2017-01-25,16997784271.733353
2017-01-26,17411170766.31084
2017-01-27,17452678667.669136
2017-01-28,17513348151.817055
2017-01-29,17422263009.97038
2017-01-30,17572325383.41801
2017-01-31,18367976094.638664
2017-02-01,18710212581.510326
2017-02-02,19090682201.09729
2017-02-03,19222627390.475994
2017-02-04,19580737305.660164
2017-02-05,19284369637.21809
2017-02-06,19453965819.669907
2017-02-07,19944878373.257492
2017-02-08,19975904949.456894
2017-02-09,18626520718.786728
2017-02-10,18841965282.17561
2017-02-11,19182270304.009243
2017-02-12,19000825009.476513
2017-02-13,18903229022.863377
2017-02-14,19330872851.142567
2017-02-15,19336691400.866592
2017-02-16,19741636601.552032
2017-02-17,20077113480.150814
2017-02-18,20106252967.056217
2017-02-19,20030535035.37752
2017-02-20,20483498472.17725
2017-02-21,21173238284.765907
2017-02-22,21135568525.951157
2017-02-23,22239289225.613316
2017-02-24,22148525162.495735
2017-02-25,21668265189.335705
2017-02-26,22302025688.85094
2017-02-27,22580431543.24769
2017-02-28,22589765469.596836
2017-03-01,23443445672.49431
2017-03-02,24222024762.998512
2017-03-03,24793056883.345787
2017-03-04,24335831824.855957
2017-03-05,24549977473.691925
2017-03-06,24714442383.157536
2017-03-07,23842289181.150154
2017-03-08,22163695265.016872
2017-03-09,23023149407.601093
2017-03-10,21628185027.621307
2017-03-11,23439209954.678
2017-03-12,24502426635.74802
2017-03-13,25338519571.851284
2017-03-14,25511080470.00783
2017-03-15,26412615129.678383
2017-03-16,26256679035.07561
2017-03-17,24246526347.472294
2017-03-18,21404536077.867966
2017-03-19,23689626909.58642
2017-03-20,23686914355.34441
2017-03-21,25082029728.487377
2017-03-22,23849356057.73593
2017-03-23,23941809102.434208
2017-03-24,23182354249.61644
2017-03-25,23485761973.766403
2017-03-26,23280370027.000854
2017-03-27,24603362047.225853
2017-03-28,24943260597.274555
2017-03-29,25127139808.08365
2017-03-30,25393403266.359158
2017-03-31,26230125522.01718
2017-04-01,26483059250.525845
2017-04-03,27073075533.915585
2017-04-04,27143243126.49978
2017-04-05,27568596333.381977
2017-04-06,28087839541.12966
2017-04-07,28104496717.01419
2017-04-08,28283934349.40401
2017-04-09,28280731930.214867
2017-04-10,29010320814.759773
2017-04-11,28805355125.230125
2017-04-12,29232628634.784042
2017-04-13,28811508584.94407
2017-04-14,28751230843.640293
2017-04-15,29058361284.614952
2017-04-16,29095500712.99018
2017-04-17,29449622312.1139
2017-04-18,30013884245.477993
2017-04-19,29841827754.96359
2017-04-20,30472584733.568542
2017-04-21,30598157985.26938
2017-04-22,30617147833.83333
2017-04-23,30793305343.798473
2017-04-24,31057228090.005768
2017-04-25,31362333831.827415
2017-04-26,32417547559.116825
2017-04-27,34266333793.632004
2017-04-28,35412792757.560486
2017-04-29,36218911229.988655
2017-04-30,37597269132.878944
2017-05-01,38257352819.50002
2017-05-02,38960178863.52668
2017-05-03,40748701649.56501
2017-05-04,43483784874.35561
2017-05-05,44200422095.23604
2017-05-06,46259651980.95844
2017-05-07,47776897741.85388
2017-05-08,51469353884.6255
2017-05-09,50582708344.05776
2017-05-10,52661416552.79996
2017-05-11,53498040399.25911
2017-05-12,52629486223.46973
2017-05-13,54019572522.220406
2017-05-14,54860909871.15711
2017-05-15,54939752773.6304
2017-05-16,57786259706.65875
2017-05-17,62492846696.58098
2017-05-18,64625128076.11662
2017-05-19,68430589125.09574
2017-05-20,70644789066.27682
2017-05-21,74035607886.61003
2017-05-22,74587778469.80719
2017-05-23,81912869428.33865
2017-05-24,86839807367.45528
2017-05-25,79801484342.57039
2017-05-26,76189048098.84122
2017-05-27,70234045801.26549
2017-05-28,75206098260.39058
2017-05-29,79148247410.25732
2017-05-30,79297354805.1925
2017-05-31,84229606722.57664
2017-06-01,90026570914.01791
2017-06-02,91469451028.37505
2017-06-03,92120946713.83078
2017-06-04,95077465287.57816
2017-06-05,99145978934.32211
2017-06-06,104324690037.44803
2017-06-07,99140094325.28798
2017-06-08,102823592681.92758
2017-06-09,106288268655.71968
2017-06-10,112636838372.29475
2017-06-11,116298063455.86082
2017-06-12,112170253440.091
2017-06-13,113898710892.75395
2017-06-14,106244063471.0323
2017-06-15,103621564415.61244
2017-06-16,106950187620.34253
2017-06-17,114126463393.36967
2017-06-18,111243890322.31119
2017-06-19,114422180851.25632
2017-06-20,117611852846.75858
2017-06-21,111639068029.31973
2017-06-22,112181782044.0296
2017-06-23,114552777310.68217
2017-06-24,108843473966.54468
2017-06-25,105339875265.9853
2017-06-26,97695298368.76433
2017-06-27,100801832954.84346
2017-06-28,106430445952.16006
2017-06-29,103570397597.0097
2017-06-30,104490954660.72762
2017-07-01,99753739154.28058
2017-07-02,104322981980.75746
2017-07-03,105464277178.92831
2017-07-04,105774309045.943
2017-07-05,105010777381.09302
2017-07-06,105386680487.85823
2017-07-07,98112139816.16861
2017-07-08,96985250898.24538
2017-07-09,96365703414.32329
2017-07-10,84847646099.455
2017-07-11,82939402038.83708
2017-07-12,88804132346.99779
2017-07-13,85515707566.06725
2017-07-14,80795049506.0185
2017-07-15,72654382883.62364
2017-07-16,68028825684.79538
2017-07-17,80277200294.40459
2017-07-18,86817354989.69148
2017-07-19,80495739693.50787
2017-07-20,95087538882.84236
2017-07-21,94178646325.91553
2017-07-22,100239388278.12743
2017-07-23,96520691380.7287
2017-07-24,96405117912.06775
2017-07-25,90222675688.00348
2017-07-26,86909511038.38269
2017-07-27,89970931812.21959
2017-07-28,90426384780.33264
2017-07-29,92762223222.08232
2017-07-30,91317953468.37189
2017-07-31,93370851305.37822
2017-08-01,94551663359.42299
2017-08-02,106403074570.0417
2017-08-03,102958149726.48967
2017-08-04,101740515214.33022
2017-08-05,114411743774.58534
2017-08-06,114980129232.60573
2017-08-07,121747545583.35571
2017-08-08,126020009219.37534
2017-08-09,123500462159.82535
2017-08-10,124439135897.08229
2017-08-11,130911920134.42735
2017-08-12,136183004870.43541
2017-08-13,137161912466.26335
2017-08-14,139960662500.46378
2017-08-15,138584879811.3472
2017-08-16,142677392636.34238
2017-08-17,143183801794.82385
2017-08-19,143901811493.7572
2017-08-20,142923686929.50363
2017-08-21,173465658767.87216
2017-08-22,150701474193.21637
2017-08-23,151644527724.5183
2017-08-24,151953570566.2816
2017-08-25,152693064089.7058
2017-08-26,152825903264.95535
2017-08-27,154313686788.95917
2017-08-28,156453765413.20776
2017-08-29,161190034697.05298
2017-08-30,167357843356.76956
2017-08-31,172574686228.2127
2017-09-01,178353109079.08984
2017-09-02,162397116652.4273
2017-09-03,165650814599.95163
2017-09-04,147838779295.7906
2017-09-05,155020487030.0369
2017-09-06,162747946531.00873
2017-09-07,162536763102.52155
2017-09-08,150658716750.9142
2017-09-09,148890526938.8988
2017-09-10,144589801856.9111
2017-09-11,146220463823.12833
2017-09-12,144743136247.8309
2017-09-13,136554922630.0303
2017-09-14,106135736144.24141
2017-09-15,122535543120.26692
2017-09-16,123242229956.0261
2017-09-17,122838959977.01154
2017-09-18,139723875089.24548
2017-09-19,137758180268.1891
2017-09-20,135838238827.9327
2017-09-21,125786776348.83932
2017-09-22,124955212607.23372
2017-09-23,132877919941.63133
2017-09-24,133781747459.03131
2017-09-25,139613723817.08694
2017-09-26,137605726758.12982
2017-09-27,145506942072.27673
2017-09-28,141866870689.04257
2017-09-29,140285929103.0641
2017-09-30,145141350095.6428
2017-10-01,146000056812.78506
2017-10-02,145479200047.585
2017-10-03,143182502342.79333
2017-10-04,140813942367.19684
2017-10-05,142777274441.90503
2017-10-06,145330510446.82147
2017-10-07,146750911497.77493
2017-10-08,148757947689.4924
2017-10-09,148523159647.16183
2017-10-10,150453119099.788
2017-10-11,152282969802.3932
2017-10-12,160179998242.01566
2017-10-13,169489006571.6042
2017-10-14,170388339205.89886
2017-10-15,170725699606.04187
2017-10-16,171408670902.39685
2017-10-17,168151184725.18988
2017-10-18,167568335789.30862
2017-10-19,167504776944.98062
2017-10-20,170438652373.4817
2017-10-21,171221824448.7397
2017-10-22,169995958874.9296
2017-10-23,167739314672.74847
2017-10-24,164007693917.7112
2017-10-25,166493284567.7325
2017-10-26,168796705704.63428
2017-10-27,167620813733.9555
2017-10-28,167515552164.32193
2017-10-29,176290818534.01584
2017-10-30,177016816781.5508
2017-10-31,180362194916.782
2017-11-01,185033591301.2059
2017-11-02,191489257816.37695
2017-11-03,197499143679.46317
2017-11-04,198659373809.0256
2017-11-05,199286822124.4826
2017-11-06,195163640431.22684
2017-11-07,196552280499.2364
2017-11-08,206647009820.58142
2017-11-09,206726590835.3043
2017-11-10,198377308384.99252
2017-11-11,202624217229.4887
2017-11-12,195653902025.27472
2017-11-13,203583427868.2822
2017-11-14,210454132364.61896
2017-11-15,220829194643.02066
2017-11-16,224391394526.45587
2017-11-17,234351651587.07834
2017-11-18,234751859148.96713
2017-11-19,237174786119.9403
2017-11-20,244933657220.04733
2017-11-21,241918544004.44293
2017-11-22,250815371384.50693
2017-11-23,257086330631.3491
2017-11-24,267586283602.88028
2017-11-25,288799111466.1621
2017-11-26,301413031682.4017
2017-11-27,308340269763.67816
2017-11-28,320935944609.88007
2017-11-29,294650869372.3425
2017-11-30,313099982182.84094
2017-12-01,329534040844.63684
2017-12-02,333842971089.2748
2017-12-03,338090066749.05536
2017-12-04,352483673573.7514
2017-12-05,366794645017.4688
2017-12-06,391425609477.31177
2017-12-07,468376321951.9803
2017-12-08,457728325038.23145
2017-12-09,440415143065.5894
2017-12-10,438018063271.91785
2017-12-11,478601811770.5111
2017-12-12,505983869883.26544
2017-12-13,515208851239.74097
2017-12-14,548634265304.381
2017-12-15,563175389206.0164
2017-12-16,604636854866.559
2017-12-17,612018573187.612
2017-12-18,641233361958.381
2017-12-19,636571885338.9664
2017-12-20,629730088605.9573
2017-12-21,623051238751.6836
2017-12-22,525304280682.3977
2017-12-25,559407290624.1532
2017-12-26,620982161023.5286
2017-12-27,616260864252.9612
2017-12-28,589462677489.2698
2017-12-29,633131422463.0981
2017-12-30,590564260215.1843
2017-12-31,639914808253.7155
2018-01-01,632508886724.8875
2018-01-02,689387822549.797
2018-01-03,759377804675.912
2018-01-04,782129174705.4017
2018-01-05,812235526585.916
2018-01-06,848599963927.8542
2018-01-07,852884967530.0466
2018-01-08,786153504880.4888
2018-01-09,786955919410.2976
2018-01-10,773234169773.1318
2018-01-11,699055437254.35
2018-01-12,765555933155.46
2018-01-13,796404325239.219
2018-01-14,753167751358.5109
2018-01-15,718414741262.769
2018-01-17,548964181043.1773
2018-01-18,571814924473.2278
2018-01-19,578159921161.226
2018-01-20,645641382943.4264
2018-01-21,565573280856.9731
2018-01-22,531422444726.3729
2018-01-23,528145984688.78046
2018-01-24,551964353511.3309
2018-01-25,551011792568.6698
2018-01-26,539762301125.1548
2018-01-27,559461911160.45
2018-01-28,591118105160.447
2018-01-30,558961113085.526
2018-01-31,497234118866.6663
2018-02-01,509509728929.81366
2018-02-02,449747622775.9546
2018-02-03,424594289512.42224
2018-02-04,443951602349.1063
2018-02-05,398166865002.4254
2018-02-06,322475216615.3219
2018-02-07,370037149553.9821
2018-02-08,357702055307.574
2018-02-09,390285958627.4514
2018-02-10,420525387064.44775
2018-02-11,419856119234.1599
2018-02-12,399930046139.17346
2018-02-13,431393692897.3545
2018-02-14,412899093662.9667
2018-02-15,458469927388.0856
2018-02-16,476377854835.7567
2018-02-17,481336456450.1996
2018-02-18,510042714808.11383
2018-02-19,479705345866.07465
2018-02-20,497434990553.5726
2018-02-21,492645031507.0118
2018-02-22,432080335004.49304
2018-02-23,431888665293.3168
2018-02-24,450797026347.2945
2018-02-25,427163687887.52185
2018-02-26,430889598808.3318
2018-02-27,449295534633.36237
2018-02-28,457445844393.74567
2018-03-01,438518397015.3506
2018-03-02,455185055708.3396
2018-03-03,457584629831.45087
2018-03-04,459200426034.0935
2018-03-05,462113461666.2707
2018-03-06,463401048097.07794
2018-03-07,435770024609.52344
2018-03-08,440522102397.5349
2018-03-09,379314520851.7897
2018-03-10,379006508749.5854
2018-03-11,363525443056.54
2018-03-12,385543101048.5854
2018-03-13,374170128736.23474
2018-03-14,372165035374.659
2018-03-15,332610784116.39197
2018-03-16,333089848827.4542
2018-03-17,336752176539.593
2018-03-18,313953472184.7268
2018-03-19,314421815382.53326
2018-03-20,334862684365.81866
2018-03-21,346176519131.8738
2018-03-22,348307874499.3486
2018-03-23,340957862412.6163
2018-03-24,342777670624.031
2018-03-25,335443132826.32715
2018-03-26,334599139693.36346
2018-03-27,319070597841.48004
2018-03-28,302986357514.43976
2018-03-29,304858935304.54755
2018-03-30,269997090682.8624
2018-03-31,266753248047.40903
2018-04-01,268446524752.71793
2018-04-02,256032166000.0461
2018-04-03,265361156165.96564
2018-04-04,284614486646.519
2018-04-05,258690582384.26852
2018-04-06,261361621276.2689
2018-04-07,250882085397.6045
2018-04-08,260058057254.50406
2018-04-09,265013199027.63348
2018-04-10,260853352221.74167
2018-04-11,265404005685.57767
2018-04-12,277057714357.0255
2018-04-13,313434043279.6804
2018-04-14,314385228806.4781
2018-04-15,315484998203.4122
2018-04-16,334418516275.721
2018-04-17,327527816800.05676
2018-04-18,323025426493.91876
2018-04-19,341344368036.16254
2018-04-20,360935346139.0805
2018-04-21,380933400030.6217
2018-04-22,387376695535.2395
2018-04-23,388875863061.0926
2018-04-24,402069093831.2666
2018-04-25,438469122476.12006
2018-04-26,388810201835.69806
2018-04-27,416446891254.21826
2018-04-28,404453513446.8903
2018-04-29,425767902838.0356
2018-04-30,436058444479.18036
2018-05-01,421598916594.50397
2018-05-02,421301194690.7905
2018-05-03,431054274484.9904
2018-05-04,466581132818.2381
2018-05-05,457729376197.14886
2018-05-06,470570537721.0199
2018-05-07,459391605172.0354
2018-05-08,441292532795.6416
2018-05-09,446887568703.7044
2018-05-10,437998084426.2085
2018-05-11,418546128548.50464
2018-05-12,385202905220.3359
2018-05-13,392112360198.2247
2018-05-14,409151198038.02124
2018-05-15,408899839113.87494
2018-05-16,394166992046.99286
2018-05-17,389415782619.21674
2018-05-18,387234724578.4609
2018-05-19,382023876219.62604
2018-05-20,377665396709.61224
2018-05-21,392007136616.8647
2018-05-22,384358390051.45197
2018-05-23,362296614134.5598
2018-05-24,334419467354.7301
2018-05-25,346914383604.47296
2018-05-26,337444957082.30164
2018-05-27,333565458543.2607
2018-05-28,332291670201.32404
2018-05-29,308884117034.5143
2018-05-30,332544173081.7787
2018-05-31,328405626116.7502
2018-06-01,335486837243.6525
2018-06-02,337411133439.7527
2018-06-03,345559846509.0825
2018-06-04,354524212299.8126
2018-06-05,343441647898.70026
2018-06-06,351387185152.48035
2018-06-07,347463003936.09766
2018-06-08,347385144475.2709
2018-06-09,343286948903.89636
2018-06-10,336228643925.27216
2018-06-11,301064356492.2749
2018-06-12,305708055081.5603
2018-06-13,287245469772.36285
2018-06-14,275171765335.6157
2018-06-15,293349068447.62964
2018-06-16,279249504483.60187
2018-06-17,281681996513.42017
2018-06-18,279092640499.9845
2018-06-19,290602119705.79816
2018-06-20,295668843739.4032
2018-06-21,295653816087.49
2018-06-22,292706408350.399
2018-06-23,261997388365.36267
2018-06-24,264572206871.68137
2018-06-25,257673834532.69116
2018-06-26,262252448127.3427
2018-06-27,249856148270.15134
2018-06-28,255135365965.06534
2018-06-29,243433966200.2957
2018-07-02,260551959828.5713
2018-07-03,278505532161.0671
2018-07-04,273350854285.554
2018-07-05,280395063383.8016
2018-07-06,278116532060.8539
2018-07-07,276262042613.2273
2018-07-08,282226114971.3964
2018-07-09,280685868275.58496
2018-07-10,274253800888.4976
2018-07-11,257104177819.27362
