,date,hashrate
1287,2012-07-20,13.79249216082005
1288,2012-07-21,13.632312969008792
1289,2012-07-22,13.767183818828547
1290,2012-07-23,13.756259387924418
1291,2012-07-24,13.903568134486433
1292,2012-07-25,13.691502271615333
1293,2012-07-26,13.73126462090366
1294,2012-07-27,14.195158695934188
1295,2012-07-28,14.57952807238806
1296,2012-07-29,14.844610400976931
1297,2012-07-30,14.92413509955359
1298,2012-07-31,15.61173788637646
1299,2012-08-01,15.401451051586545
1300,2012-08-02,15.399649853477944
1301,2012-08-03,15.26777344628493
1302,2012-08-04,15.543241904864987
1303,2012-08-05,15.459545018269903
1304,2012-08-06,15.634884278863916
1305,2012-08-07,14.998496759650218
1306,2012-08-08,15.229910403000645
1307,2012-08-09,15.649347631573315
1308,2012-08-10,15.72166439512033
1309,2012-08-11,15.591494220735715
1310,2012-08-12,15.707201042410944
1311,2012-08-13,16.239378176441402
1312,2012-08-14,16.58047491994676
1313,2012-08-15,16.961448467628603
1314,2012-08-16,17.16315850909434
1315,2012-08-17,17.259473266415615
1316,2012-08-18,17.112329271753
1317,2012-08-19,17.129757206272657
1318,2012-08-20,16.958615217835785
1319,2012-08-21,17.518716270901912
1320,2012-08-22,17.798766797434983
1321,2012-08-23,17.45648282056124
1322,2012-08-24,17.627624808998128
1323,2012-08-25,17.829883522605343
1324,2012-08-26,17.797756612825186
1325,2012-08-27,18.38999251900346
1326,2012-08-28,18.031951319955372
1327,2012-08-29,17.815709164739975
1328,2012-08-30,18.374648902671417
1329,2012-08-31,18.54599769402943
1330,2012-09-01,18.597389601383945
1331,2012-09-02,19.1520181822267
1332,2012-09-03,18.75337888974597
1333,2012-09-04,19.290675327437384
1334,2012-09-05,18.909368178107986
1335,2012-09-06,19.152018182226687
1336,2012-09-07,19.972034439372326
1337,2012-09-08,20.78418914351491
1338,2012-09-09,20.637486812577997
1339,2012-09-10,20.912817920550868
1340,2012-09-11,20.547995927547824
1341,2012-09-12,21.35228907868737
1342,2012-09-13,20.930072007054385
1343,2012-09-14,20.145672599111755
1344,2012-09-15,19.954355670345272
1345,2012-09-16,20.011750748975214
1346,2012-09-17,19.954355670345272
1347,2012-09-18,20.566569842398057
1348,2012-09-19,20.7387550782879
1349,2012-09-20,20.7770184640412
1350,2012-09-21,20.992844131836026
1351,2012-09-22,21.208864613643073
1352,2012-09-23,21.9714436561213
1353,2012-09-24,22.132290058647282
1354,2012-09-25,21.93808964328081
1355,2012-09-26,21.773697266903753
1356,2012-09-27,21.94642792222307
1357,2012-09-28,21.865069523994254
1358,2012-09-29,21.885409123551465
1359,2012-09-30,21.80405072532265
1360,2012-10-01,21.865069523994265
1361,2012-10-02,21.702352727536635
1362,2012-10-03,21.437937933292996
1363,2012-10-04,21.522917682557598
1364,2012-10-05,21.5211280844035
1365,2012-10-06,21.135591569257457
1366,2012-10-07,20.79885067701064
1367,2012-10-08,20.67908169340574
1368,2012-10-09,21.26974887681514
1369,2012-10-10,21.648952180962873
1370,2012-10-11,21.887567886364256
1371,2012-10-12,21.974337233782958
1372,2012-10-13,22.299722286603043
1373,2012-10-14,22.386491634021727
1374,2012-10-15,22.4081839708764
1375,2012-10-16,22.21295293918436
1376,2012-10-17,22.364799297167057
1377,2012-10-18,22.208977931245027
1378,2012-10-19,22.597224154099827
1379,2012-10-20,22.7907419645226
1380,2012-10-21,22.63454363415556
1381,2012-10-22,23.088243832019383
1382,2012-10-23,23.304333563001826
1383,2012-10-24,22.996163219837083
1384,2012-10-25,23.323433094882198
1385,2012-10-26,22.952527236497726
1386,2012-10-27,22.996163219837065
1387,2012-10-28,23.86888288662405
1388,2012-10-29,24.108880794990466
1389,2012-10-30,23.93433686163308
1390,2012-10-31,24.44167295145095
1391,2012-11-01,24.299809417762237
1392,2012-11-02,24.456806621414565
1393,2012-11-03,24.34664779844715
1394,2012-11-04,23.81865156073871
1395,2012-11-05,23.88593547708805
1396,2012-11-06,24.028956854555865
1397,2012-11-07,23.723901738238265
1398,2012-11-08,24.14628574544725
1399,2012-11-09,24.779861756260722
1400,2012-11-10,24.779861756260722
1401,2012-11-11,25.178779985291435
1402,2012-11-12,24.521738196299662
1403,2012-11-13,24.30464378151202
1404,2012-11-14,24.36685165084413
1405,2012-11-15,24.127663690289946
1406,2012-11-16,23.57976132698686
1407,2012-11-17,23.55039313762543
1408,2012-11-18,23.16903827558985
1409,2012-11-19,23.875342604225448
1410,2012-11-20,23.444725202546017
1411,2012-11-21,23.994958549136392
1412,2012-11-22,24.23419043895829
1413,2012-11-23,24.497345517762376
1414,2012-11-24,24.593038273691132
1415,2012-11-25,25.095425242317116
1416,2012-11-26,24.664807840637703
1417,2012-11-27,25.605242105965544
1418,2012-11-28,25.513492476293287
1419,2012-11-29,25.956520871232186
1420,2012-11-30,26.469326393822847
1421,2012-12-01,26.150811537365676
1422,2012-12-02,26.182662731194004
1423,2012-12-03,26.497109204395276
1424,2012-12-04,26.277317515142233
1425,2012-12-05,25.276044264100573
1426,2012-12-06,24.07940062261176
1427,2012-12-07,23.542132048882088
1428,2012-12-08,23.420025554852618
1429,2012-12-09,22.80949308470526
1430,2012-12-10,22.296645809781474
1431,2012-12-11,22.101275419334318
1432,2012-12-12,22.86083034641303
1433,2012-12-13,23.017661822083333
1434,2012-12-14,22.78033607116103
1435,2012-12-15,22.241151473240002
1436,2012-12-16,21.768397880340085
1437,2012-12-17,21.3459510760655
1438,2012-12-18,20.893714272602004
1439,2012-12-19,20.438982805042503
1440,2012-12-20,20.774048096928446
1441,2012-12-21,20.103917513156556
1442,2012-12-22,20.510782510446642
1443,2012-12-23,21.133046623949102
1444,2012-12-24,21.683511032047445
1445,2012-12-25,21.707444267182158
1446,2012-12-26,21.635644561778033
1447,2012-12-27,21.659577796912746
1448,2012-12-28,22.48151481376916
1449,2012-12-29,23.309716644502128
1450,2012-12-30,22.698742829378915
1451,2012-12-31,22.78152300081883
1452,2013-01-01,23.296847089742045
1453,2013-01-02,23.823264953703358
1454,2013-01-03,23.67780654883426
1455,2013-01-04,23.65664675745907
1456,2013-01-05,22.91605405932753
1457,2013-01-06,23.233450929955342
1458,2013-01-07,22.85257468520197
1459,2013-01-08,22.831414893826782
1460,2013-01-09,22.684235106415855
1461,2013-01-10,22.475567955692554
1462,2013-01-11,22.459180472645155
1463,2013-01-12,22.267914789941624
1464,2013-01-13,21.861217637373823
1465,2013-01-14,21.671868732726498
1466,2013-01-15,21.691975265503885
1467,2013-01-16,21.299673585170314
1468,2013-01-17,21.045831321425055
1469,2013-01-18,20.51507022450314
1470,2013-01-19,20.607376502228682
1471,2013-01-20,21.115061029719197
1472,2013-01-21,21.345826724033067
1473,2013-01-22,21.16121416858198
1474,2013-01-23,21.184290738013367
1475,2013-01-24,21.438133001758622
1476,2013-01-25,22.01504723754331
1477,2013-01-26,22.060965842846656
1478,2013-01-27,21.969568600747756
1479,2013-01-28,22.1280258041677
1480,2013-01-29,21.879080394275498
1481,2013-01-30,22.340670478602757
1482,2013-01-31,22.305395920932686
1483,2013-02-01,22.895769105541184
1484,2013-02-02,23.19092634999567
1485,2013-02-03,23.42283561349563
1486,2013-02-04,23.696910197631944
1487,2013-02-05,24.28722468654093
1488,2013-02-06,24.872657597110777
1489,2013-02-07,25.397804861705534
1490,2013-02-08,24.834668788187606
1491,2013-02-09,25.144633562305394
1492,2013-02-10,24.913767390425225
1493,2013-02-11,25.249867488314255
1494,2013-02-12,25.237755302874408
1495,2013-02-13,24.56319778786671
1496,2013-02-14,24.632979599764067
1497,2013-02-15,25.005149263216577
1498,2013-02-16,25.563403758395363
1499,2013-02-17,26.796215768581863
1500,2013-02-18,27.30794905582909
1501,2013-02-19,27.78384679467111
1502,2013-02-20,28.761551891667555
1503,2013-02-21,29.595101305725713
1504,2013-02-22,30.88808742659257
1505,2013-02-23,30.96855489801627
1506,2013-02-24,30.77256205682517
1507,2013-02-25,30.698206105412186
1508,2013-02-26,31.579742429385167
1509,2013-02-27,31.294539501040965
1510,2013-02-28,32.07236566925242
1511,2013-03-01,31.398249656802495
1512,2013-03-02,32.12481165972719
1513,2013-03-03,32.57729950232791
1514,2013-03-04,33.03996892239376
1515,2013-03-05,33.41230617178565
1516,2013-03-06,34.04628678696904
1517,2013-03-07,33.807965465089495
1518,2013-03-08,34.08914211257267
1519,2013-03-09,33.71692218049727
1520,2013-03-10,34.33728873395628
1521,2013-03-11,35.360893547163656
1522,2013-03-12,35.7020951515661
1523,2013-03-13,34.70950866603168
1524,2013-03-14,34.46136204464808
1525,2013-03-15,36.11527648046248
1526,2013-03-16,37.43891978160354
1527,2013-03-17,38.22467565887819
1528,2013-03-18,39.47464260233846
1529,2013-03-19,39.867381456988134
1530,2013-03-20,42.989023914251675
1531,2013-03-21,44.64975250814832
1532,2013-03-22,45.957917963282966
1533,2013-03-23,47.85131533255679
1534,2013-03-24,49.02177916083516
1535,2013-03-25,52.35181282481066
1536,2013-03-26,52.65649086106915
1537,2013-03-27,53.29251537619161
1538,2013-03-28,52.846288258878936
1539,2013-03-29,53.68090656911035
1540,2013-03-30,54.58932463587121
1541,2013-03-31,55.25332076356934
1542,2013-04-01,52.400309364417744
1543,2013-04-02,56.29942494325825
1544,2013-04-03,57.202878552989596
1545,2013-04-04,59.67548843225432
1546,2013-04-05,58.77203482252299
1547,2013-04-06,57.96439636874303
1548,2013-04-07,59.22531030867792
1549,2013-04-08,60.58723862000027
1550,2013-04-09,59.43003223708466
1551,2013-04-10,60.262994467146804
1552,2013-04-11,61.82513902987877
1553,2013-04-12,63.15339588407197
1554,2013-04-13,64.73359302008411
1555,2013-04-14,64.24318701235622
1556,2013-04-15,64.29767656877043
1557,2013-04-16,63.807270561042515
1558,2013-04-17,64.62461390725569
1559,2013-04-18,65.24155705050393
1560,2013-04-19,66.69336865081573
1561,2013-04-20,65.23300886680317
1562,2013-04-21,65.81011622869298
1563,2013-04-22,68.01745473127586
1564,2013-04-23,69.62349388943935
1565,2013-04-24,69.78508124666043
1566,2013-04-25,70.29492658910178
1567,2013-04-26,70.0400039178811
1568,2013-04-27,73.03534530472405
1569,2013-04-28,73.92757465399642
1570,2013-04-29,73.48145997936022
1571,2013-04-30,74.69234266765844
1572,2013-05-01,75.22107936937616
1573,2013-05-02,74.15767368780902
1574,2013-05-03,74.3286280780254
1575,2013-05-04,73.8857531736754
1576,2013-05-05,74.77227218689443
1577,2013-05-06,75.1489458576721
1578,2013-05-07,75.27739833987982
1579,2013-05-08,77.20942282198702
1580,2013-05-09,78.78366499259288
1581,2013-05-10,80.35790716319875
1582,2013-05-11,81.78903640920406
1583,2013-05-12,83.29172211750965
1584,2013-05-13,85.00907721271605
